GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13
Id,Id2,Geography,Households; Estimate; Median income (dollars),Households; Margin of Error; Median income (dollars),Families; Estimate; Median income (dollars),Families; Margin of Error; Median income (dollars),Married-couple families; Estimate; Median income (dollars),Married-couple families; Margin of Error; Median income (dollars),Nonfamily households; Estimate; Median income (dollars),Nonfamily households; Margin of Error; Median income (dollars)
8600000US12803,12803,ZCTA5 12803,60371,3727,76328,7500,83459,5471,29240,4179
8600000US12804,12804,ZCTA5 12804,70273,5087,80609,4977,93815,8097,41709,7321
8600000US12808,12808,ZCTA5 12808,62396,25469,79063,32595,93750,26365,44000,28360
8600000US12809,12809,ZCTA5 12809,50950,6403,55096,17237,75893,15789,29511,16362
8600000US12810,12810,ZCTA5 12810,58304,10404,53984,5410,56944,20678,41667,28828
8600000US12811,12811,ZCTA5 12811,-,**,-,**,-,**,-,**
8600000US12812,12812,ZCTA5 12812,71042,16005,80625,32733,81250,35100,70417,66246
8600000US12814,12814,ZCTA5 12814,57857,13430,87375,16061,92931,7631,24250,7450
8600000US12815,12815,ZCTA5 12815,63036,17132,70625,19414,80250,18231,42500,18827
8600000US12816,12816,ZCTA5 12816,53281,5643,71667,6100,74706,7323,27273,7027
8600000US12817,12817,ZCTA5 12817,61463,12319,90469,36992,93021,20324,28365,12439
8600000US12819,12819,ZCTA5 12819,59643,14485,67500,15889,70000,17958,45500,30531
8600000US12821,12821,ZCTA5 12821,-,**,-,**,81875,4312,-,**
8600000US12822,12822,ZCTA5 12822,55263,4953,60938,6703,67883,6936,26500,6965
8600000US12823,12823,ZCTA5 12823,-,**,-,**,-,**,-,**
8600000US12824,12824,ZCTA5 12824,64231,15092,93500,42236,103167,34998,55682,14305
8600000US12827,12827,ZCTA5 12827,62404,11580,70128,6374,71282,5687,24663,11147
8600000US12828,12828,ZCTA5 12828,50320,2466,66012,10104,80101,8373,28000,9869
8600000US12831,12831,ZCTA5 12831,82443,6939,95755,13575,109205,6770,40729,11809
8600000US12832,12832,ZCTA5 12832,41635,3111,48884,9548,60064,10699,30131,4691
8600000US12833,12833,ZCTA5 12833,80469,14587,94653,13347,101098,7831,46845,14750
8600000US12834,12834,ZCTA5 12834,72523,6800,87177,8154,103878,9549,36523,12459
8600000US12835,12835,ZCTA5 12835,55893,3769,61495,4492,62109,7456,35938,10893
8600000US12836,12836,ZCTA5 12836,58281,12345,62500,21253,71563,11676,32083,18989
8600000US12837,12837,ZCTA5 12837,60573,22062,45139,15736,56250,45692,32917,13684
8600000US12838,12838,ZCTA5 12838,59044,8843,61923,10052,68750,18862,52574,43624
8600000US12839,12839,ZCTA5 12839,47407,5108,53008,8994,74271,11437,26778,5971
8600000US12841,12841,ZCTA5 12841,55208,36568,66250,34502,76250,41469,-,**
8600000US12842,12842,ZCTA5 12842,55813,7330,57375,16730,72031,16625,33750,26429
8600000US12843,12843,ZCTA5 12843,32177,7970,41750,17486,45500,22905,21406,5981
8600000US12844,12844,ZCTA5 12844,60469,48450,81174,1055,81174,1055,-,**
8600000US12845,12845,ZCTA5 12845,67278,7766,83942,12833,92337,6327,34408,8194
8600000US12846,12846,ZCTA5 12846,53676,9570,65147,20083,73867,18744,40000,15216
8600000US12847,12847,ZCTA5 12847,55694,3807,84375,28709,84375,28709,23333,7351
8600000US12849,12849,ZCTA5 12849,66635,46867,67356,54332,67356,54332,-,**
8600000US12850,12850,ZCTA5 12850,76316,8526,82772,10446,92788,17238,44816,13006
8600000US12851,12851,ZCTA5 12851,39792,14855,55000,16414,51667,19641,19375,8921
8600000US12852,12852,ZCTA5 12852,46500,8619,56667,9420,58333,9031,38158,6105
8600000US12853,12853,ZCTA5 12853,38813,16221,52969,8607,55625,17326,28088,4650
8600000US12855,12855,ZCTA5 12855,45000,6355,52188,16610,65625,39113,-,**
8600000US12856,12856,ZCTA5 12856,-,**,-,**,-,**,-,**
8600000US12857,12857,ZCTA5 12857,56875,14558,62656,16935,63281,18136,29375,28903
8600000US12858,12858,ZCTA5 12858,72188,61240,85625,84163,85625,84163,-,**
8600000US12859,12859,ZCTA5 12859,66250,19064,60938,12342,87917,26289,36790,31737
8600000US12860,12860,ZCTA5 12860,65286,13875,58235,31957,98571,60054,66361,11895
8600000US12861,12861,ZCTA5 12861,54333,12222,59500,17847,68542,17106,44028,10262
8600000US12862,12862,ZCTA5 12862,-,**,-,**,-,**,-,**
8600000US12863,12863,ZCTA5 12863,116125,27514,103750,28681,120606,17928,-,**
8600000US12864,12864,ZCTA5 12864,-,**,-,**,-,**,-,**
8600000US12865,12865,ZCTA5 12865,60172,7514,66688,6010,75000,6965,24330,8056
8600000US12866,12866,ZCTA5 12866,77977,3983,102042,6418,110737,2669,50194,5673
8600000US12870,12870,ZCTA5 12870,48542,24451,76932,27391,97957,16947,25625,5521
8600000US12871,12871,ZCTA5 12871,68493,5737,78008,8917,88558,7964,38935,5045
8600000US12872,12872,ZCTA5 12872,29625,3065,-,**,-,**,-,**
8600000US12873,12873,ZCTA5 12873,47917,7308,65000,14475,66058,17036,28250,13837
8600000US12874,12874,ZCTA5 12874,71458,20670,73750,33431,71250,31141,70417,48525
8600000US12878,12878,ZCTA5 12878,51389,8969,63846,3570,64792,8458,35625,10695
8600000US12883,12883,ZCTA5 12883,48750,13218,69913,13797,82269,8690,27397,7339
8600000US12884,12884,ZCTA5 12884,43750,15719,58750,24974,73750,24128,31667,12220
8600000US12885,12885,ZCTA5 12885,48264,5817,63767,10640,72829,14846,24653,5439
8600000US12886,12886,ZCTA5 12886,98571,79760,113462,12477,113462,12477,-,**
8600000US12887,12887,ZCTA5 12887,44677,10491,56750,4677,66302,13300,24583,3082
8600000US12901,12901,ZCTA5 12901,48563,1789,63781,3613,79015,3768,31267,2298
8600000US12903,12903,ZCTA5 12903,57625,6935,62188,14448,74688,32101,53500,8327
8600000US12910,12910,ZCTA5 12910,45444,9880,57500,22414,65000,18838,17895,7563
8600000US12911,12911,ZCTA5 12911,-,**,-,**,-,**,-,**
8600000US12912,12912,ZCTA5 12912,57819,9322,68571,14556,76250,28113,35375,12594
8600000US12913,12913,ZCTA5 12913,57813,10308,70917,14078,86250,17798,29083,7933
8600000US12914,12914,ZCTA5 12914,50938,10874,61350,7517,70938,23612,20208,4228
8600000US12916,12916,ZCTA5 12916,62549,6757,68036,9103,76667,16638,20341,10017
8600000US12917,12917,ZCTA5 12917,52171,6568,64052,3936,68958,7004,30764,11615
8600000US12918,12918,ZCTA5 12918,61886,5021,74659,20212,82400,28609,32917,8836
8600000US12919,12919,ZCTA5 12919,35641,12706,47708,21983,64583,32828,22384,7390
8600000US12920,12920,ZCTA5 12920,55615,2845,66518,8640,73299,5448,22227,3193
8600000US12921,12921,ZCTA5 12921,74668,12379,77188,14977,87619,26943,53015,41207
8600000US12922,12922,ZCTA5 12922,-,**,63750,22062,85625,49489,26250,19326
8600000US12923,12923,ZCTA5 12923,41667,9575,66500,16846,68333,16893,19375,2844
8600000US12924,12924,ZCTA5 12924,-,**,42885,7724,-,**,-,**
8600000US12926,12926,ZCTA5 12926,47857,6237,54688,5733,63977,9701,23917,7192
8600000US12927,12927,ZCTA5 12927,35625,18438,50938,19653,50313,27631,28393,8267
8600000US12928,12928,ZCTA5 12928,52878,3731,57468,8801,66429,10738,30441,7739
8600000US12929,12929,ZCTA5 12929,46500,14908,45000,25776,64167,13500,38929,16548
8600000US12930,12930,ZCTA5 12930,48750,15447,59250,7589,78182,5669,27000,6035
8600000US12932,12932,ZCTA5 12932,47950,4689,66250,28803,89306,4782,34167,3050
8600000US12933,12933,ZCTA5 12933,-,**,-,**,-,**,-,**
8600000US12934,12934,ZCTA5 12934,43036,9159,42059,14725,61136,7220,24911,18279
8600000US12935,12935,ZCTA5 12935,49563,9145,49000,9114,60781,20589,31016,15708
8600000US12936,12936,ZCTA5 12936,64167,11211,73125,23050,83125,33004,44821,20068
8600000US12937,12937,ZCTA5 12937,44609,3000,47344,9271,63083,6814,25481,9478
8600000US12939,12939,ZCTA5 12939,56389,8354,57375,37082,73750,60196,55156,14618
8600000US12941,12941,ZCTA5 12941,65099,10225,66941,14669,76000,8415,50000,6312
8600000US12942,12942,ZCTA5 12942,56528,25116,71944,29447,89688,25408,43750,12872
8600000US12943,12943,ZCTA5 12943,41667,26789,60833,8864,67955,12819,22500,22323
8600000US12944,12944,ZCTA5 12944,48000,7005,61324,8155,70313,7119,34079,5869
8600000US12945,12945,ZCTA5 12945,62303,28037,75300,16597,76700,30240,-,**
8600000US12946,12946,ZCTA5 12946,60801,9207,76731,28033,80357,20710,41719,23882
8600000US12950,12950,ZCTA5 12950,68750,25089,71711,8585,74821,8902,32857,8537
8600000US12952,12952,ZCTA5 12952,32222,31607,78125,35538,79625,21677,-,**
8600000US12953,12953,ZCTA5 12953,49561,5708,58158,4965,70379,10072,24766,7282
8600000US12955,12955,ZCTA5 12955,62000,15381,87083,23879,92750,24353,27321,13507
8600000US12956,12956,ZCTA5 12956,57188,13590,56813,52507,93924,55323,-,**
8600000US12957,12957,ZCTA5 12957,39006,11253,43125,14033,73409,41549,20417,7508
8600000US12958,12958,ZCTA5 12958,50625,20178,57778,18985,78162,63439,40661,14506
8600000US12959,12959,ZCTA5 12959,37601,20355,44671,20829,54188,11086,26488,9517
8600000US12960,12960,ZCTA5 12960,79622,26735,79651,23321,79128,21482,33028,14441
8600000US12961,12961,ZCTA5 12961,28980,6074,35556,14452,28958,21273,28378,28051
8600000US12962,12962,ZCTA5 12962,71033,6517,82273,14763,85946,9584,42813,6866
8600000US12964,12964,ZCTA5 12964,158438,118731,172500,82238,185341,65208,-,**
8600000US12965,12965,ZCTA5 12965,41375,10267,42063,24131,42375,32267,32708,24573
8600000US12966,12966,ZCTA5 12966,47500,10274,52723,4524,56250,5161,22708,6711
8600000US12967,12967,ZCTA5 12967,43950,4675,46667,12120,45833,11280,35694,19876
8600000US12969,12969,ZCTA5 12969,41058,8739,47656,11103,50000,21057,21667,8850
8600000US12970,12970,ZCTA5 12970,54167,21569,74250,9911,81250,16709,35417,9336
8600000US12972,12972,ZCTA5 12972,67794,3346,77589,19369,86417,12652,30451,5994
8600000US12973,12973,ZCTA5 12973,61071,17385,60893,13334,73000,26339,-,**
8600000US12974,12974,ZCTA5 12974,51389,8338,62500,21369,76500,12960,31591,17886
8600000US12975,12975,ZCTA5 12975,-,**,-,**,133000,121125,25000,16309
8600000US12976,12976,ZCTA5 12976,68750,44581,116250,31385,116250,31385,43750,12808
8600000US12977,12977,ZCTA5 12977,-,**,-,**,-,**,-,**
8600000US12978,12978,ZCTA5 12978,-,**,-,**,71833,54831,-,**
8600000US12979,12979,ZCTA5 12979,57727,10968,71845,3950,83750,11548,30000,7687
8600000US12980,12980,ZCTA5 12980,41477,10831,47031,9616,62981,14882,22794,4315
8600000US12981,12981,ZCTA5 12981,64167,20129,74361,6268,81298,19182,30658,17469
8600000US12983,12983,ZCTA5 12983,55365,4097,80323,9029,88068,12232,36591,3895
8600000US12985,12985,ZCTA5 12985,41312,2502,62674,41883,77083,40304,40118,25361
8600000US12986,12986,ZCTA5 12986,54861,4962,67225,10038,85128,7066,35329,10891
8600000US12987,12987,ZCTA5 12987,32500,19202,86058,53751,86058,53751,24750,20932
8600000US12989,12989,ZCTA5 12989,66167,6603,81731,20805,100268,8334,35469,2635
8600000US12992,12992,ZCTA5 12992,51433,13804,67717,11941,75028,8929,30145,10180
8600000US12993,12993,ZCTA5 12993,47727,6567,57083,8586,61833,16389,31354,6536
8600000US12996,12996,ZCTA5 12996,63750,7510,69583,2962,71422,4266,19375,8891
8600000US12997,12997,ZCTA5 12997,58229,9452,69000,10311,85455,22985,35577,8408
8600000US12998,12998,ZCTA5 12998,42734,24124,63629,47000,75694,22572,41632,2085
8600000US13020,13020,ZCTA5 13020,56750,7504,65625,10363,61786,25559,-,**
8600000US13021,13021,ZCTA5 13021,48869,3248,67033,2621,84343,5375,30501,1999
8600000US13024,13024,ZCTA5 13024,-,**,-,**,-,**,-,**
8600000US13026,13026,ZCTA5 13026,62188,9363,71667,14472,83472,10753,55855,7667
8600000US13027,13027,ZCTA5 13027,72908,2841,86529,4265,98709,3795,40169,3956
8600000US13028,13028,ZCTA5 13028,57500,24419,62344,18525,72750,28143,31676,1905
8600000US13029,13029,ZCTA5 13029,70443,9638,87917,7019,100568,10403,45268,24887
8600000US13030,13030,ZCTA5 13030,62625,10741,76319,10333,88000,13283,53642,5985
8600000US13031,13031,ZCTA5 13031,72334,2940,85313,6225,93043,3702,40332,4050
8600000US13032,13032,ZCTA5 13032,57078,3872,66714,5683,82631,7315,35219,5035
8600000US13033,13033,ZCTA5 13033,60000,8311,70556,12036,83500,6162,39079,7510
8600000US13034,13034,ZCTA5 13034,65625,11137,74000,7457,82917,20735,38000,5021
8600000US13035,13035,ZCTA5 13035,73750,5807,99315,6224,107578,8474,35153,5165
8600000US13036,13036,ZCTA5 13036,53358,5299,61709,6138,73141,9040,37143,5491
8600000US13037,13037,ZCTA5 13037,71098,5515,85888,14210,99239,6942,33858,4243
8600000US13039,13039,ZCTA5 13039,88233,3031,100359,3956,108566,5323,39453,7579
8600000US13040,13040,ZCTA5 13040,49155,4422,60962,7436,69402,7991,30685,3026
8600000US13041,13041,ZCTA5 13041,83774,8932,97981,12743,111968,6928,54609,3698
8600000US13042,13042,ZCTA5 13042,51855,16947,61563,19243,63952,13363,22679,8654
8600000US13044,13044,ZCTA5 13044,59583,8292,72222,11126,75476,9720,46178,8598
8600000US13045,13045,ZCTA5 13045,50042,5363,71169,5834,86584,4250,30145,5100
8600000US13051,13051,ZCTA5 13051,-,**,-,**,-,**,-,**
8600000US13052,13052,ZCTA5 13052,54375,10398,71587,4452,74286,5866,27130,4941
8600000US13053,13053,ZCTA5 13053,66136,9893,79250,13142,95625,15708,31591,9102
8600000US13054,13054,ZCTA5 13054,65714,13146,61397,20201,69712,30110,53490,29309
8600000US13057,13057,ZCTA5 13057,58788,2487,73117,4574,83151,5120,37134,4425
8600000US13060,13060,ZCTA5 13060,69107,16399,80341,8042,93250,19903,29837,15581
8600000US13061,13061,ZCTA5 13061,68889,18268,77000,18808,86625,15132,55357,9654
8600000US13062,13062,ZCTA5 13062,-,**,-,**,-,**,-,**
8600000US13063,13063,ZCTA5 13063,82500,16777,93571,16195,100250,14012,59500,25680
8600000US13064,13064,ZCTA5 13064,-,**,233250,168987,233250,169017,-,**
8600000US13066,13066,ZCTA5 13066,84193,8290,114666,5049,132528,13711,50863,5233
8600000US13068,13068,ZCTA5 13068,61761,7259,66447,13385,77528,12056,42563,8950
8600000US13069,13069,ZCTA5 13069,46300,3577,56478,7658,75728,5784,27454,3758
8600000US13071,13071,ZCTA5 13071,61607,15507,71563,14998,89000,14879,33750,15031
8600000US13072,13072,ZCTA5 13072,53000,10819,55417,13309,62159,11362,36000,20633
8600000US13073,13073,ZCTA5 13073,58125,7653,69245,6444,87945,7999,35100,13119
8600000US13074,13074,ZCTA5 13074,54347,4510,60407,8289,67632,10451,24591,8006
8600000US13076,13076,ZCTA5 13076,54855,14438,62614,18949,69750,12906,39313,12670
8600000US13077,13077,ZCTA5 13077,60337,9003,65393,7282,83229,11866,33714,6102
8600000US13078,13078,ZCTA5 13078,87596,9566,110379,11875,119891,12102,43400,15922
8600000US13080,13080,ZCTA5 13080,56226,6869,77667,21817,86055,15756,25197,6569
8600000US13081,13081,ZCTA5 13081,74250,9055,84625,14007,90179,17708,54063,6644
8600000US13082,13082,ZCTA5 13082,72131,10390,80678,8436,92529,14095,34196,9460
8600000US13083,13083,ZCTA5 13083,63450,7466,66382,11162,72656,13647,33333,24524
8600000US13084,13084,ZCTA5 13084,63438,13559,72266,23146,105091,14979,32786,6762
8600000US13087,13087,ZCTA5 13087,147907,81538,148285,9671,148488,990,-,**
8600000US13088,13088,ZCTA5 13088,54647,2118,72511,4769,81899,3596,37398,3290
8600000US13090,13090,ZCTA5 13090,71952,3382,81107,4234,93374,5652,52133,5379
8600000US13092,13092,ZCTA5 13092,66838,7896,67232,6693,75344,5656,52969,24466
8600000US13101,13101,ZCTA5 13101,63381,6157,67930,5484,71359,7158,28750,14684
8600000US13102,13102,ZCTA5 13102,-,**,-,**,-,**,-,**
8600000US13103,13103,ZCTA5 13103,67632,54975,-,**,-,**,-,**
8600000US13104,13104,ZCTA5 13104,105000,10370,125990,10138,137472,12289,36667,9463
8600000US13108,13108,ZCTA5 13108,74490,3278,92813,12121,100758,8074,32891,7980
8600000US13110,13110,ZCTA5 13110,77431,10175,90469,14089,106667,14963,46786,10600
8600000US13111,13111,ZCTA5 13111,46685,11130,50714,14842,52917,16961,-,**
8600000US13112,13112,ZCTA5 13112,58500,13979,75064,9699,75929,8915,32454,8738
8600000US13113,13113,ZCTA5 13113,71094,13282,72344,13632,74375,15293,-,**
8600000US13114,13114,ZCTA5 13114,59590,4475,68085,9389,78295,5540,42163,8101
8600000US13115,13115,ZCTA5 13115,50909,23346,-,**,-,**,41932,19763
8600000US13116,13116,ZCTA5 13116,58116,8510,62128,10066,77143,24000,35769,12677
8600000US13117,13117,ZCTA5 13117,47417,14168,47167,18709,67188,58575,15469,7337
8600000US13118,13118,ZCTA5 13118,54901,3136,61875,7187,73531,4526,30417,6855
8600000US13120,13120,ZCTA5 13120,65091,11192,65925,7054,67500,25325,27000,8321
8600000US13122,13122,ZCTA5 13122,78235,23899,82279,6168,83355,1823,-,**
8600000US13123,13123,ZCTA5 13123,55825,2466,36580,17430,-,**,-,**
8600000US13124,13124,ZCTA5 13124,46250,13384,54583,15615,60500,29388,38750,15091
8600000US13126,13126,ZCTA5 13126,50104,4073,68628,4055,81933,3161,30360,1877
8600000US13131,13131,ZCTA5 13131,56505,9179,56125,14056,66979,11253,49250,17432
8600000US13132,13132,ZCTA5 13132,60185,7136,73674,11358,85234,30515,43148,7034
8600000US13134,13134,ZCTA5 13134,73929,58511,102841,52283,103352,14925,-,**
8600000US13135,13135,ZCTA5 13135,52545,2953,68275,9601,79482,15786,27804,6365
8600000US13136,13136,ZCTA5 13136,42045,6869,47115,9391,48125,14500,27917,8604
8600000US13138,13138,ZCTA5 13138,-,**,-,**,-,**,-,**
8600000US13140,13140,ZCTA5 13140,53598,5323,61657,4661,68704,6855,35233,5460
8600000US13141,13141,ZCTA5 13141,51154,13558,61705,23554,94375,50743,45069,18183
8600000US13142,13142,ZCTA5 13142,46161,5619,52173,5666,62857,13110,30986,5032
8600000US13143,13143,ZCTA5 13143,52645,9179,56875,8964,62682,9153,30000,5666
8600000US13144,13144,ZCTA5 13144,46635,12775,53063,17064,57000,11369,36389,11719
8600000US13145,13145,ZCTA5 13145,51028,7454,51929,9479,61250,21926,31964,27338
8600000US13146,13146,ZCTA5 13146,49722,4529,57344,6366,60982,6048,31583,4480
8600000US13147,13147,ZCTA5 13147,54792,13544,64044,10633,67500,30587,26932,9385
8600000US13148,13148,ZCTA5 13148,52331,3723,72782,7009,84560,4580,27157,5455
8600000US13152,13152,ZCTA5 13152,85556,8524,112240,10659,119146,11072,47627,10512
8600000US13153,13153,ZCTA5 13153,43750,18520,36960,28180,-,**,44444,33971
8600000US13155,13155,ZCTA5 13155,51750,10575,58958,15115,61250,20756,-,**
8600000US13156,13156,ZCTA5 13156,58333,3961,62850,5122,68194,13260,39125,12861
8600000US13157,13157,ZCTA5 13157,41250,11316,48409,11503,51932,10710,21979,15816
8600000US13158,13158,ZCTA5 13158,50865,7875,61750,8622,73750,17226,28698,4232
8600000US13159,13159,ZCTA5 13159,71659,6115,87692,11114,95000,9715,32028,5841
8600000US13160,13160,ZCTA5 13160,64405,8465,78750,24021,92760,6900,41250,16350
8600000US13162,13162,ZCTA5 13162,-,**,26488,827,-,**,-,**
8600000US13163,13163,ZCTA5 13163,57917,31091,73333,23309,96750,25170,-,**
8600000US13164,13164,ZCTA5 13164,77083,17740,90449,19076,98167,18154,53750,11197
8600000US13165,13165,ZCTA5 13165,51379,2664,61674,5646,74423,9066,35646,4604
8600000US13166,13166,ZCTA5 13166,60201,5228,68555,7994,84429,6892,33482,3359
8600000US13167,13167,ZCTA5 13167,51154,9086,77763,30327,84764,7017,39149,6512
8600000US13202,13202,ZCTA5 13202,15000,2689,18993,4980,44348,20607,13233,2305
8600000US13203,13203,ZCTA5 13203,34086,2158,41274,7554,66563,8346,25511,3265
8600000US13204,13204,ZCTA5 13204,31735,3050,32659,3305,56146,12953,28385,3549
8600000US13205,13205,ZCTA5 13205,30604,2583,38690,5621,68000,6355,19170,2148
8600000US13206,13206,ZCTA5 13206,39911,5240,57974,7982,73440,6562,30741,2231
8600000US13207,13207,ZCTA5 13207,50464,4549,53921,4101,80022,4141,35980,4138
8600000US13208,13208,ZCTA5 13208,35673,1779,39819,4543,52619,7792,27901,3678
8600000US13209,13209,ZCTA5 13209,53054,2544,61066,7297,72420,6196,37949,4015
8600000US13210,13210,ZCTA5 13210,27690,4635,53500,11486,83267,10523,18316,3989
8600000US13211,13211,ZCTA5 13211,45828,3575,49325,10212,60792,4728,32350,10691
8600000US13212,13212,ZCTA5 13212,54610,3894,65326,4206,78080,7357,34913,3842
8600000US13214,13214,ZCTA5 13214,72841,6394,85208,12813,98371,12766,50417,10036
8600000US13215,13215,ZCTA5 13215,90345,8841,109231,8396,120151,4070,49826,9748
8600000US13219,13219,ZCTA5 13219,59485,5874,75014,5190,88668,6103,41107,5063
8600000US13224,13224,ZCTA5 13224,53021,7864,78531,10455,95257,6165,29479,5385
8600000US13290,13290,ZCTA5 13290,-,**,-,**,-,**,-,**
8600000US13301,13301,ZCTA5 13301,76250,55200,77656,56572,-,**,-,**
8600000US13302,13302,ZCTA5 13302,49076,4882,51786,9818,66528,11946,34313,8939
8600000US13303,13303,ZCTA5 13303,66042,10167,73542,21254,77083,33888,54375,42848
8600000US13304,13304,ZCTA5 13304,75769,11871,84350,14336,105500,11203,35750,23382
8600000US13305,13305,ZCTA5 13305,47200,36289,47250,44496,-,**,-,**
8600000US13308,13308,ZCTA5 13308,49000,15531,63021,16940,75938,14463,19759,19671
8600000US13309,13309,ZCTA5 13309,53915,3520,62008,4648,70625,8534,26192,3782
8600000US13310,13310,ZCTA5 13310,45804,24327,48306,12717,48667,5235,27500,19933
8600000US13312,13312,ZCTA5 13312,49583,23884,71250,23226,75417,32871,37188,9845
8600000US13313,13313,ZCTA5 13313,40000,8107,47386,6435,61667,11523,21635,6766
8600000US13314,13314,ZCTA5 13314,41711,8697,60833,26111,59688,31981,30875,4575
8600000US13315,13315,ZCTA5 13315,56923,13198,65375,9313,72679,13211,48977,8887
8600000US13316,13316,ZCTA5 13316,50038,2946,57301,6320,65918,8630,22925,3346
8600000US13317,13317,ZCTA5 13317,49609,6793,54423,13370,70729,10082,36179,4942
8600000US13318,13318,ZCTA5 13318,64274,5102,75536,21245,86500,18158,43750,19753
8600000US13319,13319,ZCTA5 13319,36600,23994,65852,18564,68507,5780,25375,10116
8600000US13320,13320,ZCTA5 13320,58182,3903,61339,6817,72083,11998,32125,10205
8600000US13321,13321,ZCTA5 13321,40694,15124,52500,21423,42222,26149,37717,11413
8600000US13322,13322,ZCTA5 13322,55938,7340,67708,17146,69896,9931,36944,29306
8600000US13323,13323,ZCTA5 13323,61381,6297,84625,6299,88946,5745,35737,4556
8600000US13324,13324,ZCTA5 13324,43477,5998,55156,7117,61705,6075,24063,5616
8600000US13325,13325,ZCTA5 13325,50263,8041,60250,9229,64000,14041,33889,10531
8600000US13326,13326,ZCTA5 13326,61204,11594,76597,5785,84600,10114,42578,11788
8600000US13327,13327,ZCTA5 13327,47679,15379,54615,7192,54904,7224,22206,4800
8600000US13328,13328,ZCTA5 13328,61932,20267,85893,9166,89167,7385,31974,6150
8600000US13329,13329,ZCTA5 13329,43810,2957,55069,8057,61283,5179,25833,4359
8600000US13331,13331,ZCTA5 13331,45250,39484,81042,73795,81042,73795,36250,26991
8600000US13332,13332,ZCTA5 13332,50262,5290,59022,10566,76667,13531,28107,2654
8600000US13333,13333,ZCTA5 13333,33750,14774,-,**,-,**,-,**
8600000US13334,13334,ZCTA5 13334,62500,62149,62917,51240,82891,47442,-,**
8600000US13335,13335,ZCTA5 13335,59306,13381,67941,10783,72500,14946,39643,11343
8600000US13337,13337,ZCTA5 13337,69286,44923,90313,18630,90729,15417,24643,3250
8600000US13338,13338,ZCTA5 13338,50652,7161,56932,10742,69167,10467,30694,9274
8600000US13339,13339,ZCTA5 13339,45300,5712,52652,6884,66186,9147,21636,3293
8600000US13340,13340,ZCTA5 13340,53831,7970,66932,4882,71333,5486,30123,6486
8600000US13341,13341,ZCTA5 13341,112891,3093,113281,11690,113281,11690,-,**
8600000US13342,13342,ZCTA5 13342,70000,24516,90833,32831,92083,28325,53462,12613
8600000US13343,13343,ZCTA5 13343,59306,7479,67063,6332,78077,14652,40341,6707
8600000US13345,13345,ZCTA5 13345,93173,11053,108750,36345,108750,36345,12143,8645
8600000US13346,13346,ZCTA5 13346,75690,9162,97629,5882,105250,10289,37574,10918
8600000US13348,13348,ZCTA5 13348,52235,9910,61250,12560,70250,29521,37813,5181
8600000US13350,13350,ZCTA5 13350,46176,4959,55816,5334,64683,6980,28064,7822
8600000US13352,13352,ZCTA5 13352,-,**,-,**,-,**,-,**
8600000US13353,13353,ZCTA5 13353,35625,29255,50417,34642,50417,34642,-,**
8600000US13354,13354,ZCTA5 13354,78618,12017,91156,6402,95174,6616,38654,9700
8600000US13355,13355,ZCTA5 13355,58611,17067,71250,15269,71429,18294,36037,8837
8600000US13357,13357,ZCTA5 13357,46283,5650,61716,7988,69429,6028,27690,3859
8600000US13360,13360,ZCTA5 13360,54375,21656,75000,15896,76250,18260,36250,15512
8600000US13361,13361,ZCTA5 13361,63125,11420,70859,5941,70769,6199,46591,11575
8600000US13362,13362,ZCTA5 13362,-,**,-,**,67500,26197,-,**
8600000US13363,13363,ZCTA5 13363,59840,9597,81951,15368,83079,2622,37500,11770
8600000US13364,13364,ZCTA5 13364,31650,17993,59375,4946,59375,4946,30900,1334
8600000US13365,13365,ZCTA5 13365,50183,5064,59211,6031,68136,5450,24279,6476
8600000US13367,13367,ZCTA5 13367,57679,8498,70703,6435,77406,4629,28214,7221
8600000US13368,13368,ZCTA5 13368,46920,4859,48839,7429,59615,9202,34688,11875
8600000US13402,13402,ZCTA5 13402,52241,6668,51071,10957,47232,15747,51991,6635
8600000US13403,13403,ZCTA5 13403,80568,17576,92119,7506,95880,11596,38724,10500
8600000US13404,13404,ZCTA5 13404,41250,15382,48611,8299,60313,35146,21696,8597
8600000US13406,13406,ZCTA5 13406,50700,7813,77778,9839,83250,29161,26500,15593
8600000US13407,13407,ZCTA5 13407,48125,4952,59913,3551,69955,7601,27600,9144
8600000US13408,13408,ZCTA5 13408,52162,6515,58975,3718,60515,13153,38659,11882
8600000US13409,13409,ZCTA5 13409,51923,8013,59970,4327,67500,12438,29963,10189
8600000US13410,13410,ZCTA5 13410,56250,15698,68750,33444,73750,42395,-,**
8600000US13411,13411,ZCTA5 13411,46286,4140,52566,5036,59306,8452,32000,9798
8600000US13413,13413,ZCTA5 13413,68731,5415,90100,12925,99639,8006,36967,5910
8600000US13415,13415,ZCTA5 13415,48750,42134,-,**,-,**,-,**
8600000US13416,13416,ZCTA5 13416,53309,7265,73902,5634,81250,9822,24597,5037
8600000US13417,13417,ZCTA5 13417,37427,3302,53321,11109,77157,26748,27036,5419
8600000US13418,13418,ZCTA5 13418,58750,35235,70313,43489,82083,16217,25250,12310
8600000US13420,13420,ZCTA5 13420,53938,6641,56891,11825,58125,41940,37852,11484
